A	B
1.398929340472224	4.901347886611072
2.1358742783988136	5.579537536122502
2.435035034279168	4.670587948948691
3.546468085620474	7.993853170399882
4.517332061419033	8.259953970619996
1.6217098310526596	7.64034022955496
4.9953298617918165	5.973363297184649
2.7960107284301277	8.193769064274502
3.8396919921514416	5.369544542956193
2.6430846500280403	7.365876637982454
4.325155002724444	7.356197216242265
2.690962768437983	5.746234313943006
1.0687339508219695	5.817608483450615
1.2185126515028837	5.5107018204781735
3.7026802671650456	7.0031532262747165
0.20904150804837318	4.992257109086101
1.522194021743641	4.08819760762681
4.20116262256741	8.682577437441502
3.42411583253118	8.275213775292588
3.745087683708946	6.193418462784106
4.02134087442905	5.695862744566234
3.561674906988606	6.210555827355998
1.1035629987906437	5.11705990540809
1.0329595579973332	5.259408537582236
2.2383845332147825	6.81547039868965
2.2129817994761405	7.062319136801558
4.854400163602721	6.258472587058542
2.200417104821483	5.264467564008644
1.1145717140600215	4.727815398592554
2.056359881398058	5.74391757016976
0.23930271238350898	7.089491068260433
4.221028738069805	7.898561604598579
3.7824384579018586	7.5256325289763675
3.6528714124791373	4.547176614094908
0.8024471792389815	5.258710728576869
2.7244988963983245	6.820003857119145
0.6845742123952209	6.45352278454156
4.498437834383156	7.371264664979909
0.5474249132741749	7.4810504351155585
0.6112994708507113	6.504364316714142
2.762695921701191	8.647435144052947
4.9912838139368985	5.7807550547611335
3.209847812375317	6.397187857872832
0.5036357493607047	4.423783961649553
4.894804657063224	7.735868214397974
4.46935352650102	7.731105062833106
1.791883864368871	6.101481402376676
2.020763237318353	5.346589679292303
2.181304637218777	6.171616536777838
4.618595416957825	5.535850283126638
3.5313098946079573	8.558761472615533
2.212388809968192	8.659100237849005
0.4788762383415346	4.856094425799266
3.1666134037440044	7.356231384885991
2.535850858483734	5.935307804415254
4.174106132140556	6.922374879600913
1.5821754515295905	4.621864308518727
1.3327343352116683	4.010304893804225
0.4523894990272159	6.57625753638575
4.179181287281239	6.4425273292579455
1.834642641566926	5.435451366193261
1.4776217618509517	5.092864787846857
4.735936773636171	5.4784147321867
0.3686556697106069	7.321575869083456
1.2299611023571217	5.674851504038277
3.2078451855627343	4.724074604487099
2.422103105469895	4.403046232386473
2.7181515645516723	4.534557151343752
3.7361346910824937	6.690175284226225
4.988521740262487	6.667806527334628
2.8427052668453907	7.511019025325577
1.2032987757190905	6.465810037641017
3.160982176118739	8.117302899566019
3.935492205392438	5.253075887304565
2.3054864925884506	4.3166567628709185
4.852074364747049	6.306838122640702
0.5294960787258857	7.952260719587493
0.7159186208513912	8.869067385750284
4.272813862590767	6.744312007970338
0.6208976864820964	6.350487872286689
2.4639105177268457	8.367104973321315
1.8291291484483174	5.297681854736734
4.9494455880634725	4.880018128713856
1.2072757303369457	5.139431632445857
4.362249411305699	4.510883738191135
4.353730032082224	6.7035054387712405
4.804627055990538	8.08188447466902
0.1668194027759995	8.449329408465955
4.4434750226489355	6.773285171334612
0.34989064049311014	7.333496560974878
3.1700584927508912	6.309183131683403
2.6266254982728503	7.389342597045517
3.4555158515565543	5.89867999083838
2.5113999066822656	7.362336770675622
2.903479571087267	5.385838061366097
1.3889974165605605	6.950689538893672
3.605307577446857	7.216853115300694
3.2803177008644706	6.856061504674617
1.6597624110050817	4.579655425208138
0.35518575898421334	5.706227275798991
2.624611269583103	7.064406253113452
4.702085851699965	4.489081827183325
1.005618479516834	6.676615927269092
4.353467806529249	5.611441219137139
0.9585831443007936	7.973649761475027
3.2144963591688978	5.586237365377695
4.185544386664925	5.518135296652797
3.4186420301221956	8.276437304554694
1.0306099192319151	4.282337842272531
2.3207027743221325	7.509678347060636
1.3719807610872463	8.234604550241416
2.1332693001133034	8.757141613950425
0.52822942800971	4.04328287062572
4.983364485633194	4.132674248589924
3.09725940077891	6.091364991959008
1.5699714859116147	6.922231604885287
0.8988648131548715	7.218516358526781
3.8381613269972927	5.91156045337376
2.5373631486321586	8.710969340529132
4.073431760673398	7.127555233330445
2.250282925735851	8.411713163127237
0.30337271820853107	5.069793729533739
1.4010938656035314	4.904053845792509
1.83281561464872	8.295725056120393
4.37978812234577	8.087255627248505
2.2661245729555968	5.12394797543193
1.5361310276975186	7.295284085011705
0.11684130392219105	6.455270769503232
3.5023980677405087	8.183837107623807
4.770185419472405	4.953700829469351
4.926498180034864	8.036426264860463
1.5266851953709044	8.58327958676665
4.8000222559131025	4.7102901788782825
0.9499212485051067	8.491479728775046
3.8228254256246825	6.624707238419988
0.003162562533097768	6.313224373161136
4.818392296441164	7.271606520958837
1.928371426970602	6.892422807341767
1.3447141000495955	7.644054372719834
3.5591522279084815	8.71833099557032
3.957197995870025	5.786068135769377
2.6484467743526134	5.368031024010478
3.262110736656335	4.664562679088783
3.890270911882918	6.885105184283629
1.3511241342301124	6.609636352510037
4.000158337135727	6.811683225416468
0.2003250566612319	4.912833082608232
4.848618869960487	5.029442247648563
0.4647830073616943	5.0551214405905505
0.508471130325881	5.8914187257085775
3.742687274589993	7.725510922693818
4.336808024262632	5.756026883566444
0.15230462083952345	7.6177415165938305
1.6721577413283606	4.1196820828332115
0.3741097393501419	8.739287473749853
2.027471349071141	6.2338581928079435
1.7900258518794687	7.910505908497693
3.585661897637581	7.341946070481024
3.9519351024505616	5.801789513979634
1.880762198004677	7.423168294822561
2.7240195482765057	4.9866419723958835
0.8286968262692818	6.971632078601883
1.4664916800602805	4.103065136110733
2.211558552845161	8.514997437753426
2.7435665885137954	4.14683714130701
4.307069742981142	7.875683855392677
0.5277066757167415	7.2590933518129415
3.424447665484396	5.821338563780617
0.3254532156585055	4.64549031540693
0.27632463661586726	7.1698164860219
3.7100858959704084	5.039962232300692
2.156095843911285	7.5567814166677625
4.911353840205517	6.980704839695254
3.475685745608674	7.76491885719299
4.6080251613459495	5.938078721601892
2.2015587018747707	4.457557471104701
2.495026286654278	8.71764060291891
0.7814700485563231	8.648300147811078
1.6868590251327102	8.425657497470882
4.669091278219492	8.231323543184718
4.558733428687731	8.882787860014766
2.479203761322571	5.970556543181953
3.6229457401602256	4.693895000879834
4.039299205595117	7.505657612118895
3.8389301172242067	4.693716860630579
1.8216543855012142	5.431048620138476
4.427557243731394	7.4742729316354435
1.3117518455541433	5.8363416302244335
3.2187437186604613	4.256670266834942
1.085139666529089	6.594064699842528
3.89581262615231	6.777194950775016
2.2231319333009263	4.478953534191561
4.726553082832476	5.225732536449185
2.6028989831380347	5.648161656083402
4.048597543226734	7.076089843407218
1.017338758516471	6.232044467552466
4.714680293620023	4.607729716227162
1.6448356771739137	7.700486345480885
0.11256685006819256	6.148087269798651
3.9807937965286584	7.426688749853524
3.9647414400731384	6.230739395485925
1.8499065687054776	5.411497123518739
1.5346906099485869	7.061628652352063
0.9480774881165777	4.997442701968422
2.3707423103500957	6.833204487138484
4.023864476962285	8.638081743530046
0.903283352078218	6.323021197319884
0.7773446013637197	5.183149810118982
0.324945714770673	5.227062675125824
2.842446919688437	4.884900198687008
1.7360268669547796	5.472956858195915
3.003814517893697	7.738283160580251
3.2893413535672384	6.475818394174985
2.1334714887405646	7.708080214852255
2.7888309172839856	4.862226274348579
1.5853144962609762	4.979489484428353
1.4033584659348652	7.556085235838823
3.4555624311254576	7.760630644565131
1.0553088507635926	5.294625703351068
2.606393280888681	5.958586261536572
1.6396537969642022	6.815991767754825
3.704518136533523	6.006726235947287
1.3310657186620385	7.326703538855103
1.1960515850334463	6.100353365982716
1.8486212377866185	4.698182412802712
3.734110558671921	7.454818828157599
3.8949456526051955	7.793461983161587
1.9141301498324297	8.620644755143527
1.47623745631696	8.055913828753182
2.877811790965282	4.426970029488435
3.3212029970605816	6.542412078766258
2.107787345575755	7.167028983345306
2.1367494311721287	6.538139685677045
0.2677319100061354	5.162325433655464
4.843505590108301	7.875138639551319
0.32812379280155346	8.048132254107486
3.199353570012748	8.56090900632795
2.422357448652659	6.469428566595358
3.3433384097713876	5.8529790247104145
1.941033129407364	7.672121781721246
4.9163759625412835	8.29857109293237
4.514351389132349	4.555709205803818
2.4790859123981224	7.03889167031392
4.182635921854267	5.1701966362799965
3.60229664069637	4.13862888295004
1.295869789670094	6.8980960661799955
0.9087930050817361	6.252206236535859
2.091258458288995	8.131266373551636
4.349624944707788	8.029803787116839
2.3600909123549982	4.944571447089261
2.345784127488251	6.356205603635209
0.03735602454956022	8.768021314097368
0.769491136931732	4.579686452936091
2.5454034230556792	8.04892396334689
3.450736097886593	5.719805720354707
4.185394549497222	8.698033978698398
3.837400369407952	5.853251769454772
2.179665366974323	8.566870410935014
2.532593610106816	7.0567825935884585
1.7790098585665142	8.143885225150505
4.677757396166646	5.724279666160096
3.6217918515437217	4.954254839347073
3.2999399929795254	7.404642703367903
3.867697652951061	7.777075284253225
2.2160073779313896	6.036222279576593
4.497094096705465	5.928438051582245
4.752408766022882	4.761781164870559
3.6578078925348616	8.766815770298603
4.316072906495909	8.305698022806178
3.1918505427112374	8.808360965650639
2.232327789563686	5.065303902995715
2.0886321024414203	8.957878629904357
4.4321669558094134	7.948268606996887
2.335303097466912	8.78993199527196
0.18899637079111575	8.26714917357749
2.0703757795413598	4.286811220675095
3.240181060085934	8.565691416627681
0.7550863367930782	7.290487108257546
3.026083669445618	6.9638333031500395
0.6200117417476197	8.071911454260789
1.4628760410345854	4.596173849459767
2.875695942472708	5.876683513801684
1.0481086532933221	5.9983880176283515
0.9009529628921936	8.885755690492012
0.8103202274055415	5.804740774306191
2.386385754381248	6.737304397318774
3.8808429746700153	8.404457129287305
4.210620235038185	6.091350985210552
3.683486238803148	6.84564333909761
4.7470272039510135	8.815952219307682
0.809231404534016	4.753075453740582
3.6550562412288627	7.0041467700772575
3.8942668591301928	6.590381295836295
0.57081878458423	4.055244600872678
1.194723706040488	8.479611080398184
4.627147504563115	8.6785446028615
0.2147054324140779	8.260159576371052
2.4192987432196866	4.205492405302359
2.889738361156615	4.5214760630404705
2.567267878969238	4.330117410231999
4.76189220335196	4.015562070833785
1.6743293967748047	7.8492572065518145
0.2143760278524276	4.513182272300214
4.54669349098168	4.525364015798135
4.190513721120605	5.40992929965208
3.7342804011516693	6.721226000819016
3.703812350522033	8.125676695749675
4.928938976535148	7.599709550516267
0.9130212282262407	5.135508308612027
1.6965653361281874	4.426053218411483
3.5404516753012443	8.177238346706613
0.20670259761093823	4.408170165207659
1.1054553850794173	6.943299169031728
0.25725562050444184	8.356301618641274
2.504855830803983	8.05972461405273
3.3194012477130057	6.5318128388977215
0.5819788434934764	5.847176348575209
2.5775400830642843	5.604795015448118
2.586552359258907	4.958030894038847
4.46059037233502	7.7588450647395435
1.489825068754254	6.935288785857165
0.2765736356869791	6.681595500444081
4.385571356758084	8.041143857788505
0.3658461828070114	4.433568270469853
1.6081577525971675	5.673667426927358
2.6261515512742184	6.225487316368089
1.3582041583599513	5.575662507777042
2.7345026590238537	7.948585687850162
1.0679623587440512	4.560371084376588
0.7800042466208512	7.299284970483694
3.1416457151071056	4.366152107571237
0.9832541932887728	6.489780873308269
4.2401923352284125	4.283259183549714
0.3992005836306878	8.007590940383547
0.8740488530522778	7.953333654707366
2.1954228990812736	7.722696329517253
4.448606974374837	6.216161238116592
2.182126206683434	6.564951558747328
1.2530349474462932	6.495990749387507
2.860423054526309	5.057385338376828
4.806116775378327	7.435027638635868
2.8814146231386757	5.490237013581568
3.3556483643023993	7.799439204876051
3.447549951274339	6.17340929615739
2.9879852221884744	4.55723952374269
4.118862221900136	6.8474042915723565
1.0757816726261509	8.8479548521584
4.5572234842622015	7.180403660776296
2.862579673246444	7.84005817699544
4.653778127984192	8.935356680375431
2.025893215357502	5.336438208452314
4.007439447563295	8.675941424925155
4.110229114761856	7.83721409167017
4.325776736886643	6.031960203219905
4.559798342817029	5.493848213368878
3.9265312928624665	8.20583176437855
1.3732673075725688	4.402506910542578
2.658566706235965	8.454597084602366
3.745053938722544	7.027056916475319
4.74717623414736	6.71772415973377
4.910848378557715	5.612441567752011
1.6785469470594894	5.219046421656786
2.8208280190006936	7.537869959453097
4.371581795119904	8.569917315810155
4.319365210654043	8.402952211075686
0.5173327166280456	4.072220471449457
2.0111703549479265	8.131693572008277
2.1035986126998134	7.138810259649881
0.1282435835454232	7.3252001964558175
2.5430127662831032	7.66360072445257
3.198789229569897	6.162818070725948
4.143825917243233	7.446829825652954
4.847597609156647	6.7519132738258705
3.918943743242502	5.124824009367735
0.8008106771371676	8.299036631941107
1.2083203124734503	8.578145329043036
0.1952601648259955	7.051632395416109
4.988509998584584	6.608918883281147
4.8891757800728755	4.178026393129468
0.9139949488844362	8.833391034575024
4.432135571068652	5.7594698796175
0.5039237237904465	4.1560500796374225
0.43450603827370093	6.748458456206436
1.0748426139289502	5.029956900609472
3.192573297160028	6.122397453454068
3.3299081801618122	6.750934386403925
1.0607603623899937	8.778256249483134
0.8962300209559659	6.881924314486476
2.3922382349170297	7.31863095368702
1.580945823201822	7.5631437662331535
1.4548016873968994	4.760593898290173
3.216873144896306	8.971596864464441
3.9640899500145865	8.070514195770798
4.599209795552143	6.256131824843702
4.3925301015533424	4.244829182072718
2.040699277249102	4.985000683349486
0.15512466827731608	8.894240704796793
0.5708666349577962	4.806579017141572
1.0801693388721016	8.298514674621451
4.697198631383803	4.882080273994096
4.410872041435882	7.396177748301927
3.819140820776408	8.289584108536959
0.16803834599025458	7.521915926546355
1.292505618347758	5.0694060808176635
0.7928920214911972	6.351861858144408
1.3572459615342591	5.210279204187692
4.099859877798514	5.36721954494039
2.887211849093201	6.830706779250362
3.2760717997246047	5.492439178417677
4.20000803779099	6.27630240221554
0.9877287990866329	5.165146527506018
0.20975329232287232	4.814454150378712
2.8440190005162487	8.65344125487367
1.9565447701155376	6.116715844292472
2.997412886278432	5.189267274057285
1.2501097052067163	5.927600526986421
2.613280688151003	6.812704764654083
1.9424658934661316	5.151487954145281
4.433954807935502	7.318279008203876
4.198205104701531	4.040574788495319
4.567587265441858	7.752188738686754
3.2054583600049558	8.926130975761655
2.4735182532312443	6.1336880272081675
4.060453013114397	5.603236326983031
1.6348387697148414	5.312728600131077
1.723855330425491	4.822993203546078
3.0049431570115717	8.168382041296834
1.794976093529212	8.915933527141103
0.11816658425485849	5.083796361371385
2.305362326071487	5.508279838331138
1.9629386788243164	4.918606535858336
0.3291145118789285	7.83364538609232
0.5807377698358634	4.125460401027152
0.4779943706091544	4.064597439079905
1.670971384482303	5.6790051692345624
4.916713518206772	6.006682039045596
2.9145281863845893	6.965723271141563
0.7145798798570463	5.652063354221155
0.8448515148856628	8.458464462571918
4.940496940622226	4.328076971372086
0.45591590121491277	4.528476947825313
4.485597340745466	4.189850876934025
3.686122387543988	8.818498626076867
2.089895225125129	8.429751405615702
0.07350086741722883	4.562156078404135
1.3838772330531357	5.721173901412069
2.1124075615612408	7.656222538298946
3.412311480373946	8.740895258952246
0.4333321390135264	7.851277713067292
1.2595961552639228	6.974871380651221
4.552499850792678	5.655358972489698
2.2164028217063954	5.996205744946233
3.3794661423272747	7.595849561327526
1.1494965026769695	4.166206904518283
3.5014874072744484	8.167604717724222
2.0126705728075054	5.8693568197591315
4.095232413789279	5.474649181623846
4.405580264654956	5.0658492604076715
4.76097733402444	5.782075141012118
4.958808731699946	6.485755993749628
1.3880646311666527	7.456418180898371
3.9739900309143135	8.906536017475853
3.7728567416370646	4.856458097103434
2.4135472776907636	6.282258756129762
0.6809430261098798	4.224773740623459
2.138179848226267	5.202283397737336
2.264101170633641	6.776472435425287
2.514427446886929	6.2217932260919175
1.6734032930165594	5.232276630262617
0.8093788183881795	7.794133240209623
2.8076018576010915	8.424489828705234
4.76783220453292	5.645711510008939
2.347293641019225	4.467072481206371
0.7961997779926927	7.758175907390652
0.20244246653131015	5.015448543937067
1.809569157874641	4.47425108959482
1.7653289864409272	6.528285008263871
1.0350209515440638	8.958709824882032
4.059550211710205	7.601847388697243
4.490840286157674	4.430938779678947
2.6002459784778305	5.602244674535403
3.268753739224693	8.614679031391862
4.977098719027595	4.328221935450591
0.5968569954552444	5.429347885344631
1.7775107587985595	6.80210623971598
2.3810042423125295	8.127816452987087
4.009197018673839	7.284524901367531
3.0694526770721895	8.854282261055324
4.309741882349738	4.416732328605811
4.7550337266349745	6.594732394269612
1.0726505847363415	6.109569058268484
2.006174327282708	5.444914629366897
1.966889342629869	7.313513360796143
4.656368113797033	5.9997049969513405
3.714190035375446	6.597546863512527
4.490338633977424	6.189299558458732
2.6758560240271527	6.439538631566459
4.602724069341748	6.031186235434572
3.5950895331856114	6.326587132259213
0.01874640120370752	4.72738983574148
2.0176176508835604	7.528963823840199
4.333871586037002	5.1376837509938404
3.412247287911507	7.218617350919747
2.9222208367352094	5.075710981018739
2.673915217572252	6.163774047900985
1.227411515589466	5.782315946220546
4.035595488673272	5.77748398588605
2.217456590974214	7.3380386551836345
1.214572163269207	6.096625616210291
2.0178715579300492	6.266210980601436
0.0008894629631467366	7.809223124135174
1.4131561956091643	6.617173989389898
2.7145299362898907	5.232491238501988
1.5114760879427935	7.523181066710251
1.4836257630942646	4.94469963011174
3.210048867118713	7.065370686512737
3.335401491649772	4.869880676627864
4.162170190788602	6.524039530627379
2.4956432785922154	5.4771254326437475
4.0153980429522225	8.494340129314207
3.867831128443714	6.852056267101703
1.6588436796731865	4.123352187546266
1.9495672383895346	7.819313330130589
1.0822097684953846	5.438751690347067
0.8013371738007963	5.0703914273193895
3.315468212292203	6.378275976155223
1.8983259022210812	8.295095825262099
1.8049460325105027	6.115439355293677
2.96349225984418	8.381837912231894
0.5376019139467925	5.808819577048277
1.6711009758839357	8.961477132356125
0.35251089140520886	6.209717791447742
2.011455147998094	6.079011733610189
2.8769559789299315	8.899357591498676
2.531659442272397	8.181149879909654
2.3469713478534446	7.660668256797157
0.5460382410252618	7.61822985489563
2.802688662108847	6.095150955609489
4.500571674746262	4.991758849285726
3.4389388532149816	4.926730809212337
0.784704604801188	4.223688367144121
4.667923609595181	6.7849741331737
4.922266068277057	6.22694912391416
1.7025309123465875	6.934407122917919
2.901644635172892	5.476348938614448
3.585896935601757	8.432805225847147
3.197464504302554	6.904208980328606
0.35506893496905056	4.10401139171856
2.6962366362310783	4.044401874609228
1.8772624342453232	4.683286113406875
1.8479550597374632	7.108113811012433
1.9666207086274738	4.081106627814628
0.03686257792558156	6.625745969436752
1.8893556332925994	6.702741375164432
1.7422385726552365	8.953751697452876
1.202442468224481	8.523157044500017
0.5158773783877318	7.606698265745164
4.007269331050699	7.863585234513152
1.773821768938582	4.747169740718729
3.580047880613646	5.390741006120679
1.7489957097202846	8.904254881336046
2.8890297733620214	8.196065527102714
1.3645936109196817	8.939508028605243
3.48754865041058	6.152833674913086
2.561783197506119	8.212791410099053
1.4372941658694272	4.151206601026542
4.243784960746008	7.019308754784191
4.835406832706291	8.359242295921703
2.9502693406504394	6.231194025725749
3.7255323062650527	8.256121700838765
0.9118217019778058	5.485582665823772
3.731877542698946	5.431975213529322
0.4862898611856692	6.680477470488578
0.9291578004925322	6.306279837744873
0.48178459147465935	5.669966089688687
0.7481809411333978	4.544640821487769
1.6105605591951622	6.608509055126578
0.3098745453158147	8.305791142108047
0.05184974105036433	7.010114202229759
4.4526842138897385	7.610793043578257
2.1119264793722783	8.514691046485495
1.876606800000098	7.960682648724042
1.8688465119985698	6.272360494974913
3.0122192137626094	7.945883976601676
1.0717721196209418	6.617349218390765
1.0877973432174208	7.974967346888459
2.608288101291998	8.344540545675837
3.6754155876624357	6.459572238856884
3.8916363349285237	8.49421836995935
2.7629159303646933	6.647574517753105
0.8088520537721455	6.620209141443771
4.3256898670875765	6.579935831578913
4.870769525115637	7.999625947528535
0.17954666139630926	5.72191700983238
1.0261188975089381	6.532455018831145
0.9552968440230991	8.099953302422549
2.294392209256428	8.513936166898425
0.40299461642474166	6.090045780580769
3.632684718555268	8.922925905426993
4.000255374844976	7.822708238202441
0.5894079349343895	7.670934082922785
0.8261040233821154	6.578033935555762
2.3373532595068354	8.624504484305579
4.683063317833552	7.23835849208538
4.047129877702165	5.7448164972626845
3.3419149461507427	4.440955216142348
3.0426301369943536	7.8180113375770715
1.7614768463816932	7.3323103633207545
2.4257781143845407	7.2985575868532155
4.133202443006095	5.608627846270297
2.7113431383524382	5.1206999378188645
1.2374712950229205	7.680284779642158
2.4314962248664287	6.586044249975192
0.12774007005857346	5.696735728150132
4.517785983976826	4.8321368758949905
4.926666123616717	8.271719074338083
2.0029435082177187	6.312731022812487
3.82162077511727	6.514210405805899
1.0025026241390096	8.9641268707041
3.6306885262618187	4.937405637066163
4.973280685391982	5.747205002040641
2.9176127071421694	5.622574438271905
0.3125811637892495	6.973861482598506
1.9372762045452352	7.468233004640664
0.3007482025496794	7.084053558500806
1.5820117816140644	7.030554366332728
3.8362974118406292	8.176196080637325
4.81541078057358	4.169266393968
4.688586215455954	7.931928746444335
2.3957351135118947	7.695180490069029
4.848530982656236	5.899914267413321
4.674766776076565	8.599746254435214
