A	B	C	D
-1.043687822325468	6.274278618364067	3.8716355666639806	4.99276114630356
-1.3717832200851001	5.943360571498133	1.6872396545558135	4.94051339967696
-1.082327355689078	1.898574607410318	0.6070821651246379	6.788398880042507
-0.6624383866219349	3.7404908590532804	-0.0018455372524426306	4.5683688394801525
0.9846262520382211	3.7655069977225732	0.9745663467986173	4.640584844204709
1.3541706117921337	2.9638888843864857	1.2436167043380513	4.2922185791452145
-1.2309119907568327	2.5436002839385745	2.570207200541396	6.447745577748431
-0.17062446628202074	5.143605201698253	2.8530031552507644	6.116676733586583
0.627940085594054	3.4370426122348823	1.1061464639617469	6.330833050935739
-0.5819898385481533	6.320150734419164	-0.31430436779020376	7.670979706887621
0.9885757058503616	4.246317846830918	2.030037201487966	6.052668255424819
-0.4993323636857944	4.507563272410706	0.5258340481804102	6.3452729377171355
0.8092223951438328	4.32675814983819	2.7459245391559097	6.124027971340637
-1.0323243106074047	4.588674804514693	1.6353946070916296	5.286746128314582
0.4193085476739607	4.362457716546889	0.9957051753049813	6.05811427874387
-1.3087998825421725	5.187978228201608	1.8753071732500115	8.47947834904745
-0.16400089586375946	4.204923281761824	1.1032960640676601	6.791730207837603
2.2028858672407607	4.01140468496418	-0.7199404559418048	5.714831425600612
-1.1301637832597193	3.996097898259917	0.8820454651425631	6.300459725263896
-1.3225923373285653	2.4475490693307442	0.9412940584504826	5.949190819761386
-0.8798947351443234	2.816445928181915	0.15081853350405472	5.9010512841654315
0.2593600674704447	2.74533191469917	0.4424337874234582	8.496730761756385
0.652101507657895	4.2638023988820155	1.5737866235126843	6.0198671594590385
-1.7886444742342338	4.486273852930113	2.5078499516559996	4.791975110726216
1.9702330387631442	2.341919453900048	0.04067472275024531	7.012928193683792
0.373064391016418	5.045525254857759	1.4795578451350422	5.6418184128712445
-0.9023941613346709	5.032298482611083	1.2797395526156772	5.351727000314714
1.4788268898551367	4.789165567047659	1.0612480958714412	6.416352775254226
-0.9401187900538456	4.741577562280839	3.810923941451317	5.729021512899468
-1.0335032287683263	4.856876321224979	1.3575805810090436	6.021084932218714
